Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Kenya,KEN,1970,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,17.83
Kenya,KEN,1969,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,17.62
Kenya,KEN,1968,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,16.77
Kenya,KEN,1967,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,15.63
Kenya,KEN,1966,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,14.9
Kenya,KEN,1965,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,14.59
Kenya,KEN,1964,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,14.74
Kenya,KEN,1963,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,14.2
Kenya,KEN,1962,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,13.71
Kenya,KEN,1961,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,12.62
Kenya,KEN,2022,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,112.38
Kenya,KEN,2021,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,123.29
Kenya,KEN,2020,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,125.82
Kenya,KEN,2019,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,107.28
Kenya,KEN,2018,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,100.31
Kenya,KEN,2017,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,90.64
Kenya,KEN,2016,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,95.67
Kenya,KEN,2015,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.07
Kenya,KEN,2014,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,102.26
Kenya,KEN,2013,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,101.73
Kenya,KEN,2012,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,96.4
Kenya,KEN,2011,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,93.55
Kenya,KEN,2010,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,98.14
Kenya,KEN,2009,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,89.82
Kenya,KEN,2008,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,88.32
Kenya,KEN,2007,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,87.81
Kenya,KEN,2006,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,82.95
Kenya,KEN,2005,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,81.11
Kenya,KEN,2004,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,72.96
Kenya,KEN,2003,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,69.79
Kenya,KEN,2002,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,67.9
Kenya,KEN,2001,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,66.11
Kenya,KEN,2000,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,58.55
Kenya,KEN,1999,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,62.02
Kenya,KEN,1998,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,60.8
Kenya,KEN,1997,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,54.56
Kenya,KEN,1996,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,55.29
Kenya,KEN,1995,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,57.13
Kenya,KEN,1994,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,54.88
Kenya,KEN,1993,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,53.68
Kenya,KEN,1992,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,54.09
Kenya,KEN,1991,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,53.64
Kenya,KEN,1990,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,42.71
Kenya,KEN,1989,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,43.1
Kenya,KEN,1988,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,41.33
Kenya,KEN,1987,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,37.93
Kenya,KEN,1986,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,37.85
Kenya,KEN,1985,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,34.44
Kenya,KEN,1984,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,30.5
Kenya,KEN,1983,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,32.82
Kenya,KEN,1982,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,31.93
Kenya,KEN,1981,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.65
Kenya,KEN,1980,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.54
Kenya,KEN,1979,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,29.87
Kenya,KEN,1978,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.49
Kenya,KEN,1977,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,28.19
Kenya,KEN,1976,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,25.42
Kenya,KEN,1975,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,23.52
Kenya,KEN,1974,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,23.23
Kenya,KEN,1973,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,22.84
Kenya,KEN,1972,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,21.93
Kenya,KEN,1971,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,20.85
Kenya,KEN,1970,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,20.46
Kenya,KEN,1969,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,19.42
Kenya,KEN,1968,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,18.72
Kenya,KEN,1967,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,17.56
Kenya,KEN,1966,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,16.98
Kenya,KEN,1965,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,16.84
Kenya,KEN,1964,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,16.6
Kenya,KEN,1963,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,15.79
Kenya,KEN,1962,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,15.91
Kenya,KEN,1961,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,15.22
Kenya,KEN,2022,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,103.71
Kenya,KEN,2021,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,103.55
Kenya,KEN,2020,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,104
Kenya,KEN,2019,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,104.51
Kenya,KEN,2018,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,84.64
Kenya,KEN,2017,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,78.8
Kenya,KEN,2016,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,87.68
Kenya,KEN,2015,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,108.91
Kenya,KEN,2014,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,103.41
Kenya,KEN,2013,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,104.19
Kenya,KEN,2012,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,103.41
Kenya,KEN,2011,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,106.79
Kenya,KEN,2010,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,106.04
Kenya,KEN,2009,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,106.27
Kenya,KEN,2008,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,100.31
Kenya,KEN,2007,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,95.36
Kenya,KEN,2006,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,90.72
Kenya,KEN,2005,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,87.22
Kenya,KEN,2004,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,81.12
Kenya,KEN,2003,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,74.9
Kenya,KEN,2002,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,71.77
Kenya,KEN,2001,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,66.06
Kenya,KEN,2000,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,60.85
Kenya,KEN,1999,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,62.92
Kenya,KEN,1998,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,58.07
Kenya,KEN,1997,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,58.22
Kenya,KEN,1996,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.55
Kenya,KEN,1995,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.49
Kenya,KEN,1994,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.08
Kenya,KEN,1993,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,54.75
Kenya,KEN,1992,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.7
Kenya,KEN,1991,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,56.23
Kenya,KEN,1990,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,54.88
Kenya,KEN,1989,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.82
Kenya,KEN,1988,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,55.55
Kenya,KEN,1987,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,50.94
Kenya,KEN,1986,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,46.72
Kenya,KEN,1985,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,43.37
Kenya,KEN,1984,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,41.79
Kenya,KEN,1983,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,40.41
Kenya,KEN,1982,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,37.64
Kenya,KEN,1981,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,33.55
Kenya,KEN,1980,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,35.78
Kenya,KEN,1979,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,37.6
Kenya,KEN,1978,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,36.58
Kenya,KEN,1977,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,35.05
Kenya,KEN,1976,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,29.9
Kenya,KEN,1975,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,28.47
Kenya,KEN,1974,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,28.35
Kenya,KEN,1973,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,28.15
Kenya,KEN,1972,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,28.14
Kenya,KEN,1971,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,27.23
Kenya,KEN,1970,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,26.03
Kenya,KEN,1969,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,23.67
Kenya,KEN,1968,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,23.33
Kenya,KEN,1967,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,22.09
Kenya,KEN,1966,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,21.86
Kenya,KEN,1965,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,22
Kenya,KEN,1964,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,20.99
Kenya,KEN,1963,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,19.81
Kenya,KEN,1962,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,20.89
Kenya,KEN,1961,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,21.01
Kenya,KEN,2023,Surface area (sq. km),AG.SRF.TOTL.K2,591969
Kenya,KEN,2022,Surface area (sq. km),AG.SRF.TOTL.K2,591969
Kenya,KEN,2021,Surface area (sq. km),AG.SRF.TOTL.K2,591969
Kenya,KEN,2020,Surface area (sq. km),AG.SRF.TOTL.K2,591969
Kenya,KEN,2019,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2018,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2017,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2016,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2015,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2014,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2013,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2012,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2011,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2010,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2009,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2008,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2007,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2006,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2005,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2004,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2003,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2002,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2001,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2000,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1999,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1998,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1997,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1996,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1995,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1994,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1993,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1992,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1991,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1990,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1989,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1988,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1987,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1986,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1985,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1984,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1983,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1982,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1981,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1980,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1979,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1978,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1977,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1976,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1975,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1974,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1973,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1972,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1971,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1970,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1969,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1968,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1967,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1966,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1965,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1964,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1963,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1962,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,1961,Surface area (sq. km),AG.SRF.TOTL.K2,580370
Kenya,KEN,2023,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1757.5
Kenya,KEN,2022,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1477.4
Kenya,KEN,2021,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1522.4
Kenya,KEN,2020,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1842.6
Kenya,KEN,2019,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1604.7
Kenya,KEN,2018,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1709.2
Kenya,KEN,2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1426
Kenya,KEN,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1383.1
Kenya,KEN,2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1772.7
Kenya,KEN,2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1583.4
Kenya,KEN,2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1661.5
Kenya,KEN,2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1744.8
Kenya,KEN,2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1514.6
Kenya,KEN,2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1710.1
Kenya,KEN,2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1242.8
Kenya,KEN,2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1417.5
Kenya,KEN,2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1773.1
Kenya,KEN,2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1646.4
Kenya,KEN,2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1646.1
Kenya,KEN,2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1805.7
Kenya,KEN,2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1594
Kenya,KEN,2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1488.3
Kenya,KEN,2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1639.6
Kenya,KEN,2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1375
Kenya,KEN,1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1427.7
Kenya,KEN,1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1590
Kenya,KEN,1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1397.2
Kenya,KEN,1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1402.6
Kenya,KEN,1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1753.1
Kenya,KEN,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1918.2
Kenya,KEN,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1461.2
Kenya,KEN,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1661.1
Kenya,KEN,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1712.4
Kenya,KEN,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1561.8
Kenya,KEN,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1723
Kenya,KEN,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1745.6
Kenya,KEN,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1568.5
Kenya,KEN,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1886.2
Kenya,KEN,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1633.8
Kenya,KEN,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1343.1
Kenya,KEN,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1675.9
Kenya,KEN,1982,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1962.7
Kenya,KEN,1981,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1561.6
Kenya,KEN,1980,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1241.7
Kenya,KEN,1979,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1282.7
Kenya,KEN,1978,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1409.5
Kenya,KEN,1977,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1550.8
Kenya,KEN,1976,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1582.8
Kenya,KEN,1975,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1396.8
Kenya,KEN,1974,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1352.2
Kenya,KEN,1973,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1306.3
Kenya,KEN,1972,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1286.5
Kenya,KEN,1971,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1270.2
Kenya,KEN,1970,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1278.2
Kenya,KEN,1969,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1303
Kenya,KEN,1968,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1286.7
Kenya,KEN,1967,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1235.3
Kenya,KEN,1966,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1139.9
Kenya,KEN,1965,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1143
Kenya,KEN,1964,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1199.6
Kenya,KEN,1963,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1249.7
Kenya,KEN,1962,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1206.7
Kenya,KEN,1961,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1244.7
Kenya,KEN,2024,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,67.1
Kenya,KEN,2023,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,67.9
Kenya,KEN,2022,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,68.4
Kenya,KEN,2021,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,68.2
Kenya,KEN,2020,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,62.7
Kenya,KEN,2019,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,61.7
Kenya,KEN,2018,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,51.6
Kenya,KEN,2017,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,45.8
Kenya,KEN,2016,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,42.1
Kenya,KEN,2015,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,29
Kenya,KEN,2014,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,25.1
Kenya,KEN,2013,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,29.3
Kenya,KEN,2012,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,27.5
Kenya,KEN,2011,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,25.7
Kenya,KEN,2010,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,7.2
Kenya,KEN,2009,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,10.1
Kenya,KEN,2008,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,20.4
Kenya,KEN,2007,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,18.6
Kenya,KEN,2006,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,16.9
Kenya,KEN,2005,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,15.1
Kenya,KEN,2004,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,13.4
Kenya,KEN,2003,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.9
Kenya,KEN,2002,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,10
Kenya,KEN,2001,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,8.3
Kenya,KEN,2000,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.6
Kenya,KEN,1999,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,4.72589861048926
Kenya,KEN,1998,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,6.64729225091167
Kenya,KEN,1997,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1.10441838046646
Kenya,KEN,1993,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,4.12953124862802
Kenya,KEN,2015,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.199028942753775
Kenya,KEN,2000,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.244228135338107
Kenya,KEN,1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.338162185735128
Kenya,KEN,2022,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2021,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2020,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2019,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2018,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2017,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2016,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,80.20833333
Kenya,KEN,2015,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,59.26041019
Kenya,KEN,2014,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,59.26041019
